hive,day,hour,temp,humid,weight,file_size,workers_avg,drones_avg,total,ratio,workers_array,drones_array
AppMAIS14L,2023-05-27,11,90.5,38.1,0.0,8024261,1.6,0.4,2.0,4.0,"[0, 1, 3, 2, 2]","[1, 1, 0, 0, 0]"
AppMAIS14L,2023-05-27,13,85.82,36.9,0.04,8896248,5.0,0.6,5.6,8.33,"[5, 5, 5, 5, 5]","[1, 1, 0, 0, 1]"
AppMAIS14L,2023-05-27,15,90.32,41.3,0.0,20174342,6.4,2.6,9.0,2.46,"[7, 7, 6, 5, 7]","[2, 2, 3, 4, 2]"
AppMAIS14L,2023-05-27,17,90.32,41.4,0.0,38349499,9.8,1.6,11.4,6.12,"[0, 1, 20, 15, 13]","[0, 0, 0, 2, 6]"
AppMAIS14L,2023-05-27,19,91.04,39.5,0.0,15719203,2.2,0.2,2.4000000000000004,11.0,"[0, 3, 4, 2, 2]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-05-28,11,90.86,40.7,0.0,8087151,2.4,1.2,3.5999999999999996,2.0,"[1, 3, 4, 2, 2]","[4, 1, 0, 1, 0]"
AppMAIS14L,2023-05-28,13,90.68,40.7,0.0,6853868,3.2,1.2,4.4,2.67,"[3, 3, 3, 3, 4]","[1, 2, 1, 1, 1]"
AppMAIS14L,2023-05-28,15,89.78,38.1,0.0,22466023,5.8,2.8,8.6,2.07,"[7, 7, 6, 4, 5]","[4, 4, 2, 2, 2]"
AppMAIS14L,2023-05-28,17,90.86,33.9,0.0,33189547,2.8,3.4,6.199999999999999,0.82,"[0, 1, 4, 5, 4]","[0, 1, 4, 5, 7]"
AppMAIS14L,2023-05-28,19,91.22,37.1,0.0,16252026,3.0,0.2,3.2,15.0,"[0, 4, 4, 4, 3]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-05-29,13,89.96,34.9,0.0,5640743,0.0,0.4,0.4,0.0,"[0, 0, 0, 0, 0]","[1, 0, 0, 1, 0]"
AppMAIS14L,2023-05-29,17,86.9,35.3,0.0,15546175,4.6,1.8,6.3999999999999995,2.56,"[0, 5, 7, 5, 6]","[0, 1, 2, 3, 3]"
AppMAIS14L,2023-05-30,15,86.0,36.9,0.02,12053077,5.2,0.2,5.4,26.0,"[6, 6, 6, 4, 4]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-05-31,15,86.54,38.6,0.0,29954002,9.8,2.4,12.200000000000001,4.08,"[12, 7, 10, 9, 11]","[3, 4, 2, 2, 1]"
AppMAIS14L,2023-05-31,17,87.08,38.7,0.0,32457040,4.2,2.4,6.6,1.75,"[0, 0, 8, 7, 6]","[0, 0, 3, 4, 5]"
AppMAIS14L,2023-05-31,19,87.44,35.3,0.0,17553287,6.4,0.4,6.800000000000001,16.0,"[0, 8, 10, 7, 7]","[0, 0, 0, 1, 1]"
AppMAIS14L,2023-06-01,09,90.68,35.7,0.0,57201193,29.0,0.8,29.8,36.25,"[31, 28, 28, 29, 29]","[0, 1, 1, 0, 2]"
AppMAIS14L,2023-06-01,11,86.54,35.7,0.0,10284908,1.8,0.6,2.4,3.0,"[1, 2, 2, 2, 2]","[2, 0, 1, 0, 0]"
AppMAIS14L,2023-06-01,17,92.3,39.5,0.0,34381308,7.8,0.4,8.2,19.5,"[0, 2, 13, 13, 11]","[0, 1, 0, 0, 1]"
AppMAIS14L,2023-06-02,09,92.3,39.2,0.0,6628297,1.6,0.4,2.0,4.0,"[2, 2, 2, 2, 0]","[0, 0, 0, 0, 2]"
AppMAIS14L,2023-06-02,13,91.94,38.3,0.01,6662585,0.4,0.6,1.0,0.67,"[0, 0, 1, 1, 0]","[0, 1, 0, 1, 1]"
AppMAIS14L,2023-06-02,15,91.94,37.7,0.0,5906643,1.8,0.2,2.0,9.0,"[2, 2, 1, 2, 2]","[1, 0, 0, 0, 0]"
AppMAIS14L,2023-06-02,17,92.66,38.9,0.0,28060139,5.0,1.4,6.4,3.57,"[0, 1, 11, 7, 6]","[0, 0, 2, 2, 3]"
AppMAIS14L,2023-06-03,09,91.58,40.1,0.0,7232711,1.2,0.4,1.6,3.0,"[1, 1, 2, 1, 1]","[0, 1, 0, 1, 0]"
AppMAIS14L,2023-06-03,13,91.4,40.5,0.0,13266869,6.0,1.0,7.0,6.0,"[7, 6, 4, 6, 7]","[1, 1, 1, 1, 1]"
AppMAIS14L,2023-06-03,15,91.58,40.0,0.0,23665799,5.8,3.2,9.0,1.81,"[6, 7, 5, 5, 6]","[5, 4, 3, 2, 2]"
AppMAIS14L,2023-06-03,17,92.84,38.6,0.0,42070219,6.8,3.6,10.4,1.89,"[0, 1, 12, 10, 11]","[0, 2, 5, 6, 5]"
AppMAIS14L,2023-06-03,19,92.84,33.6,0.0,26624252,8.6,0.4,9.0,21.5,"[0, 10, 12, 10, 11]","[0, 0, 0, 0, 2]"
AppMAIS14L,2023-06-04,09,86.9,37.8,0.0,4232020,0.0,0.2,0.2,0.0,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-06-04,11,86.54,37.5,0.0,5535674,0.2,0.4,0.6000000000000001,0.5,"[0, 0, 1, 0, 0]","[1, 1, 0, 0, 0]"
AppMAIS14L,2023-06-04,15,87.08,35.4,0.0,21234285,5.8,4.0,9.8,1.45,"[7, 6, 5, 5, 6]","[3, 5, 5, 4, 3]"
AppMAIS14L,2023-06-04,17,87.98,33.5,0.0,37204873,10.4,1.6,12.0,6.5,"[0, 6, 16, 14, 16]","[0, 1, 2, 3, 2]"
AppMAIS14L,2023-06-04,19,91.76,31.0,0.0,16345684,2.8,0.2,3.0,14.0,"[0, 3, 5, 3, 3]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-06-05,09,85.82,38.3,0.0,5563091,0.2,0.8,1.0,0.25,"[0, 0, 1, 0, 0]","[0, 1, 1, 1, 1]"
AppMAIS14L,2023-06-05,15,85.64,38.1,0.0,7199414,1.6,0.8,2.4000000000000004,2.0,"[1, 2, 2, 1, 2]","[0, 0, 1, 2, 1]"
AppMAIS14L,2023-06-05,17,86.18,36.1,0.0,23386012,4.8,1.2,6.0,4.0,"[0, 1, 11, 8, 4]","[0, 0, 1, 2, 3]"
AppMAIS14L,2023-06-05,19,90.68,34.1,0.0,19047634,6.6,0.4,7.0,16.5,"[6, 6, 8, 7, 6]","[0, 1, 0, 1, 0]"
AppMAIS14L,2023-06-06,09,81.68,38.6,0.0,4672296,0.2,0.8,1.0,0.25,"[0, 0, 0, 0, 1]","[1, 1, 1, 1, 0]"
AppMAIS14L,2023-06-06,13,85.46,39.5,0.0,10952285,2.4,0.6,3.0,4.0,"[1, 4, 2, 3, 2]","[2, 0, 0, 0, 1]"
AppMAIS14L,2023-06-06,15,86.0,43.0,0.0,17498084,6.6,1.0,7.6,6.6,"[7, 6, 6, 7, 7]","[0, 0, 1, 2, 2]"
AppMAIS14L,2023-06-06,17,86.9,41.0,0.0,34336668,9.8,3.4,13.200000000000001,2.88,"[10, 10, 9, 10, 10]","[5, 3, 3, 2, 4]"
AppMAIS14L,2023-06-06,19,91.22,34.9,0.0,14044566,4.2,1.4,5.6,3.0,"[4, 5, 6, 3, 3]","[2, 1, 0, 1, 3]"
AppMAIS14L,2023-06-07,09,85.28,41.1,0.0,4234206,1.6,0.2,1.8,8.0,"[1, 1, 2, 2, 2]","[0, 1, 0, 0, 0]"
AppMAIS14L,2023-06-07,11,85.28,42.8,0.0,6720301,3.4,0.2,3.6,17.0,"[6, 4, 2, 3, 2]","[0, 0, 1, 0, 0]"
AppMAIS14L,2023-06-07,13,85.28,42.7,0.0,8006084,3.6,1.0,4.6,3.6,"[3, 2, 4, 5, 4]","[1, 1, 1, 1, 1]"
AppMAIS14L,2023-06-07,15,85.82,44.0,0.0,22744102,6.0,2.4,8.4,2.5,"[5, 5, 6, 7, 7]","[2, 2, 2, 3, 3]"
AppMAIS14L,2023-06-07,17,86.9,41.4,0.0,36330119,14.8,2.0,16.8,7.4,"[3, 18, 19, 17, 17]","[0, 2, 3, 3, 2]"
AppMAIS14L,2023-06-08,11,84.74,43.0,0.0,6287761,1.2,1.2,2.4,1.0,"[1, 2, 1, 0, 2]","[0, 1, 2, 2, 1]"
AppMAIS14L,2023-06-08,13,84.92,43.3,0.0,8831906,5.0,1.2,6.2,4.17,"[6, 5, 3, 5, 6]","[2, 1, 2, 0, 1]"
AppMAIS14L,2023-06-08,15,85.28,42.8,0.0,18600338,9.4,4.2,13.600000000000001,2.24,"[9, 10, 10, 11, 7]","[4, 4, 4, 4, 5]"
AppMAIS14L,2023-06-08,17,86.9,43.9,0.0,24131155,3.8,1.6,5.4,2.37,"[0, 1, 7, 6, 5]","[0, 0, 3, 3, 2]"
AppMAIS14L,2023-06-08,19,91.76,37.6,0.0,22845380,4.6,0.2,4.8,23.0,"[0, 5, 7, 6, 5]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-06-09,09,86.0,44.4,0.0,16529310,5.2,0.4,5.6000000000000005,13.0,"[6, 4, 4, 7, 5]","[1, 0, 0, 0, 1]"
AppMAIS14L,2023-06-09,11,86.72,46.7,0.0,7646436,3.8,1.4,5.199999999999999,2.71,"[2, 4, 4, 4, 5]","[2, 2, 2, 1, 0]"
AppMAIS14L,2023-06-09,13,86.54,44.1,0.0,8712696,2.8,0.6,3.4,4.67,"[4, 3, 3, 2, 2]","[0, 1, 0, 1, 1]"
AppMAIS14L,2023-06-09,15,86.72,41.1,0.0,16661718,10.2,2.8,13.0,3.64,"[9, 10, 12, 12, 8]","[2, 3, 3, 3, 3]"
AppMAIS14L,2023-06-09,17,91.58,41.8,0.0,21671822,3.4,1.8,5.2,1.89,"[0, 2, 7, 4, 4]","[0, 0, 4, 2, 3]"
AppMAIS14L,2023-06-10,09,86.9,43.3,0.0,4856592,1.0,0.2,1.2,5.0,"[1, 1, 1, 1, 1]","[1, 0, 0, 0, 0]"
AppMAIS14L,2023-06-10,13,86.72,42.6,0.0,11977366,4.8,1.0,5.8,4.8,"[3, 4, 4, 6, 7]","[2, 1, 1, 1, 0]"
AppMAIS14L,2023-06-10,15,87.44,38.3,0.0,19818965,11.6,1.4,13.0,8.29,"[12, 12, 13, 10, 11]","[2, 2, 1, 1, 1]"
AppMAIS14L,2023-06-10,17,91.4,40.2,0.0,15214737,2.2,0.8,3.0,2.75,"[0, 0, 1, 4, 6]","[0, 0, 1, 1, 2]"
AppMAIS14L,2023-06-10,19,96.26,38.7,0.0,20508215,6.6,0.2,6.8,33.0,"[5, 7, 7, 7, 7]","[1, 0, 0, 0, 0]"
AppMAIS14L,2023-06-11,09,86.18,45.6,0.0,4670733,0.0,0.4,0.4,0.0,"[0, 0, 0, 0, 0]","[1, 0, 0, 0, 1]"
AppMAIS14L,2023-06-11,15,90.86,46.0,0.0,18024239,8.6,1.2,9.799999999999999,7.17,"[8, 10, 8, 8, 9]","[1, 1, 1, 2, 1]"
AppMAIS14L,2023-06-11,17,92.12,44.0,0.0,19455105,6.0,0.8,6.8,7.5,"[6, 6, 6, 6, 6]","[0, 1, 0, 1, 2]"
AppMAIS14L,2023-06-11,19,93.02,44.2,0.0,9625883,8.0,0.4,8.4,20.0,"[8, 8, 8, 10, 6]","[0, 1, 0, 0, 1]"
