hive,day,hour,temp,humid,weight,file_size,workers_avg,drones_avg,total,ratio,workers_array,drones_array
AppMAIS14L,2023-05-07,11,94.82,46.2,0.0,43154415,36.8,4.2,41.0,8.76,"[37, 38, 35, 42, 32]","[2, 1, 7, 6, 5]"
AppMAIS14L,2023-05-07,13,94.64,45.7,0.0,50472424,32.2,1.8,34.0,17.89,"[35, 35, 33, 26, 32]","[1, 2, 3, 3, 0]"
AppMAIS14L,2023-05-07,15,94.64,48.1,0.0,54648731,27.4,1.0,28.4,27.4,"[25, 27, 28, 28, 29]","[1, 1, 1, 1, 1]"
AppMAIS14L,2023-05-07,17,94.64,49.6,0.0,49537372,25.8,1.8,27.6,14.33,"[27, 28, 25, 26, 23]","[1, 1, 4, 1, 2]"
AppMAIS14L,2023-05-07,19,94.64,49.8,0.0,60251283,16.4,1.8,18.2,9.11,"[4, 25, 17, 20, 16]","[1, 3, 3, 0, 2]"
AppMAIS14L,2023-05-08,09,94.46,45.1,0.0,10831362,13.0,1.0,14.0,13.0,"[13, 13, 13, 13, 13]","[1, 1, 1, 1, 1]"
AppMAIS14L,2023-05-08,11,93.56,53.9,0.0,25000082,22.8,2.0,24.8,11.4,"[26, 24, 22, 22, 20]","[0, 1, 4, 2, 3]"
AppMAIS14L,2023-05-08,13,93.56,57.1,0.0,38150903,19.4,1.0,20.4,19.4,"[17, 20, 21, 21, 18]","[1, 0, 2, 0, 2]"
AppMAIS14L,2023-05-08,15,93.2,59.2,0.0,41719837,15.8,5.4,21.200000000000003,2.93,"[16, 15, 16, 16, 16]","[6, 5, 6, 5, 5]"
AppMAIS14L,2023-05-08,17,93.2,65.3,0.0,50396346,21.0,3.2,24.2,6.56,"[14, 22, 20, 26, 23]","[1, 1, 5, 5, 4]"
AppMAIS14L,2023-05-08,19,89.24,64.2,0.0,38716426,25.8,1.0,26.8,25.8,"[23, 25, 30, 27, 24]","[0, 1, 0, 2, 2]"
AppMAIS14L,2023-05-09,09,88.88,72.7,0.0,25729528,22.6,1.6,24.200000000000003,14.12,"[22, 22, 22, 25, 22]","[2, 3, 1, 1, 1]"
AppMAIS14L,2023-05-09,11,89.24,70.4,0.0,31530199,23.6,1.0,24.6,23.6,"[23, 20, 25, 25, 25]","[2, 2, 1, 0, 0]"
AppMAIS14L,2023-05-09,13,89.24,71.3,0.0,38380511,9.8,2.6,12.4,3.77,"[9, 8, 13, 13, 6]","[2, 6, 1, 1, 3]"
AppMAIS14L,2023-05-09,15,93.38,69.2,0.0,47298160,3.4,0.4,3.8,8.5,"[2, 3, 5, 3, 4]","[1, 0, 0, 0, 1]"
AppMAIS14L,2023-05-09,17,93.56,68.2,0.0,42716934,28.0,2.2,30.2,12.73,"[36, 21, 25, 30, 28]","[2, 2, 3, 3, 1]"
AppMAIS14L,2023-05-09,19,89.24,65.3,0.0,28943652,18.2,2.4,20.599999999999998,7.58,"[14, 17, 18, 20, 22]","[3, 2, 2, 1, 4]"
AppMAIS14L,2023-05-10,11,93.92,48.3,0.0,8617135,1.6,1.2,2.8,1.33,"[2, 2, 1, 2, 1]","[1, 1, 2, 1, 1]"
AppMAIS14L,2023-05-10,13,94.1,49.4,0.0,19226557,7.2,0.6,7.8,12.0,"[8, 8, 6, 7, 7]","[0, 0, 1, 1, 1]"
AppMAIS14L,2023-05-10,15,94.46,51.7,0.0,43376614,14.0,3.2,17.2,4.38,"[15, 17, 13, 15, 10]","[4, 3, 2, 3, 4]"
AppMAIS14L,2023-05-10,17,94.64,56.4,0.0,44650950,12.2,2.2,14.399999999999999,5.55,"[3, 17, 15, 13, 13]","[1, 1, 4, 3, 2]"
AppMAIS14L,2023-05-10,19,94.1,55.2,0.0,45481480,11.6,0.4,12.0,29.0,"[10, 13, 13, 12, 10]","[0, 1, 0, 1, 0]"
AppMAIS14L,2023-05-11,09,94.1,41.7,0.0,4468823,0.6,0.2,0.8,3.0,"[1, 1, 0, 1, 0]","[1, 0, 0, 0, 0]"
AppMAIS14L,2023-05-11,11,94.1,44.0,0.0,21205931,8.8,2.2,11.0,4.0,"[7, 8, 10, 10, 9]","[2, 4, 1, 1, 3]"
AppMAIS14L,2023-05-11,13,94.46,46.2,0.0,27632014,13.8,1.0,14.8,13.8,"[17, 15, 10, 13, 14]","[0, 0, 2, 2, 1]"
AppMAIS14L,2023-05-11,15,95.54,41.1,0.0,12434347,4.0,0.8,4.8,5.0,"[6, 4, 3, 5, 2]","[3, 0, 0, 0, 1]"
AppMAIS14L,2023-05-11,17,94.64,42.7,0.0,70899147,32.2,0.6,32.800000000000004,53.67,"[24, 32, 36, 35, 34]","[1, 0, 0, 1, 1]"
AppMAIS14L,2023-05-11,19,95.9,44.4,0.0,27907435,13.4,1.8,15.200000000000001,7.44,"[13, 13, 15, 14, 12]","[0, 1, 3, 1, 4]"
AppMAIS14L,2023-05-12,13,90.86,42.8,0.0,6960004,2.4,2.0,4.4,1.2,"[3, 3, 2, 2, 2]","[2, 2, 2, 2, 2]"
AppMAIS14L,2023-05-12,15,91.22,46.8,0.0,38808446,15.0,3.6,18.6,4.17,"[16, 15, 13, 16, 15]","[3, 3, 3, 4, 5]"
AppMAIS14L,2023-05-12,17,95.72,49.6,0.0,49583881,21.8,2.2,24.0,9.91,"[23, 21, 24, 19, 22]","[3, 3, 3, 0, 2]"
AppMAIS14L,2023-05-13,09,93.92,45.1,0.0,9399254,6.0,0.2,6.2,30.0,"[6, 6, 6, 6, 6]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-05-13,11,94.28,47.7,0.0,27008660,7.0,2.0,9.0,3.5,"[4, 5, 9, 8, 9]","[2, 1, 1, 2, 4]"
AppMAIS14L,2023-05-13,13,95.9,44.9,0.0,19525088,1.2,1.8,3.0,0.67,"[1, 1, 2, 1, 1]","[2, 1, 2, 2, 2]"
AppMAIS14L,2023-05-13,15,94.28,44.1,0.0,32461216,5.4,3.2,8.600000000000001,1.69,"[7, 6, 5, 4, 5]","[4, 2, 3, 4, 3]"
AppMAIS14L,2023-05-13,17,94.46,45.2,0.0,32253162,7.8,2.6,10.4,3.0,"[0, 7, 13, 9, 10]","[0, 1, 3, 5, 4]"
AppMAIS14L,2023-05-14,09,95.0,49.2,0.0,3381177,0.2,0.8,1.0,0.25,"[1, 0, 0, 0, 0]","[0, 1, 1, 1, 1]"
AppMAIS14L,2023-05-14,11,90.5,48.4,0.0,12156709,3.2,0.6,3.8000000000000003,5.33,"[5, 4, 3, 1, 3]","[0, 0, 1, 1, 1]"
AppMAIS14L,2023-05-14,13,90.32,47.0,0.0,26259640,5.8,4.0,9.8,1.45,"[7, 7, 6, 5, 4]","[2, 4, 4, 5, 5]"
AppMAIS14L,2023-05-14,15,95.54,51.1,0.0,29323524,6.6,3.0,9.6,2.2,"[8, 6, 7, 7, 5]","[3, 4, 3, 3, 2]"
AppMAIS14L,2023-05-14,17,95.9,48.6,0.0,38205569,9.2,0.8,10.0,11.5,"[0, 9, 16, 12, 9]","[0, 1, 1, 1, 1]"
AppMAIS14L,2023-05-14,19,95.72,50.7,0.0,31052817,17.2,0.4,17.599999999999998,43.0,"[17, 16, 19, 17, 17]","[0, 0, 0, 1, 1]"
AppMAIS14L,2023-05-15,09,95.18,46.0,0.0,8680350,3.4,0.4,3.8,8.5,"[5, 3, 4, 3, 2]","[0, 1, 0, 0, 1]"
AppMAIS14L,2023-05-16,09,90.68,41.9,0.0,5624540,0.6,0.2,0.8,3.0,"[0, 0, 1, 1, 1]","[1, 0, 0, 0, 0]"
AppMAIS14L,2023-05-16,11,90.68,41.6,0.0,7379507,2.6,0.2,2.8000000000000003,13.0,"[2, 2, 3, 2, 4]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-05-16,13,89.6,41.9,0.0,15643387,1.6,2.0,3.6,0.8,"[1, 1, 2, 2, 2]","[3, 3, 1, 1, 2]"
AppMAIS14L,2023-05-16,15,89.42,42.8,0.0,18102684,3.6,0.6,4.2,6.0,"[4, 2, 3, 6, 3]","[0, 1, 0, 0, 2]"
AppMAIS14L,2023-05-16,17,89.78,46.7,0.0,21868417,2.0,0.2,2.2,10.0,"[0, 1, 4, 3, 2]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-05-17,11,91.22,40.9,0.0,9007403,1.2,0.2,1.4,6.0,"[1, 1, 1, 2, 1]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-05-17,13,89.96,40.5,0.02,14641493,3.0,0.8,3.8,3.75,"[2, 3, 3, 3, 4]","[2, 0, 0, 1, 1]"
AppMAIS14L,2023-05-17,15,91.76,41.5,0.0,27806492,4.2,3.6,7.800000000000001,1.17,"[7, 3, 3, 4, 4]","[3, 3, 3, 5, 4]"
AppMAIS14L,2023-05-17,17,95.54,44.0,0.0,14795120,5.2,0.8,6.0,6.5,"[4, 5, 7, 6, 4]","[1, 1, 0, 1, 1]"
AppMAIS14L,2023-05-17,19,91.04,42.6,0.0,25368861,6.6,0.4,7.0,16.5,"[0, 8, 9, 7, 9]","[0, 0, 0, 2, 0]"
AppMAIS14L,2023-05-18,11,89.96,39.5,0.0,8063813,2.0,0.4,2.4,5.0,"[3, 3, 2, 1, 1]","[1, 1, 0, 0, 0]"
AppMAIS14L,2023-05-18,13,89.96,40.9,0.0,11279152,2.6,0.2,2.8000000000000003,13.0,"[2, 2, 4, 2, 3]","[0, 0, 0, 1, 0]"
AppMAIS14L,2023-05-18,15,91.58,40.8,0.0,31309398,6.2,6.0,12.2,1.03,"[5, 5, 6, 8, 7]","[6, 6, 6, 7, 5]"
AppMAIS14L,2023-05-18,17,95.54,44.0,0.0,43842974,9.6,1.0,10.6,9.6,"[0, 0, 18, 15, 15]","[0, 0, 1, 2, 2]"
AppMAIS14L,2023-05-18,19,90.86,42.0,0.0,34176050,12.2,0.4,12.6,30.5,"[0, 15, 16, 15, 15]","[0, 1, 0, 0, 1]"
AppMAIS14L,2023-05-19,11,91.4,41.1,0.0,11504203,0.6,0.6,1.2,1.0,"[0, 1, 1, 1, 0]","[0, 0, 0, 2, 1]"
AppMAIS14L,2023-05-19,13,90.32,44.6,0.0,20200054,5.8,0.8,6.6,7.25,"[7, 7, 7, 4, 4]","[1, 0, 0, 1, 2]"
AppMAIS14L,2023-05-19,15,95.18,41.7,0.0,30558660,5.0,6.4,11.4,0.78,"[3, 5, 5, 5, 7]","[8, 8, 7, 3, 6]"
AppMAIS14L,2023-05-19,17,90.86,42.3,0.0,31676317,7.0,1.2,8.2,5.83,"[0, 2, 11, 11, 11]","[0, 1, 1, 2, 2]"
AppMAIS14L,2023-05-20,11,90.32,42.7,0.0,12807588,0.8,0.6,1.4,1.33,"[0, 2, 1, 1, 0]","[1, 1, 0, 1, 0]"
AppMAIS14L,2023-05-20,13,90.68,42.7,0.0,8916850,3.0,1.6,4.6,1.88,"[3, 2, 3, 3, 4]","[2, 2, 1, 2, 1]"
AppMAIS14L,2023-05-20,15,91.04,43.8,0.0,30625254,7.6,2.4,10.0,3.17,"[7, 6, 9, 8, 8]","[2, 3, 2, 3, 2]"
AppMAIS14L,2023-05-20,17,96.08,44.3,0.0,16281182,1.2,1.0,2.2,1.2,"[1, 1, 1, 2, 1]","[1, 1, 1, 0, 2]"
AppMAIS14L,2023-05-21,09,91.58,41.2,0.0,7795528,3.2,1.0,4.2,3.2,"[5, 3, 3, 3, 2]","[1, 2, 1, 0, 1]"
AppMAIS14L,2023-05-21,13,95.0,44.9,0.0,14065785,3.6,0.6,4.2,6.0,"[4, 5, 3, 3, 3]","[0, 1, 1, 1, 0]"
AppMAIS14L,2023-05-21,15,95.36,44.1,0.0,18190325,5.6,2.8,8.399999999999999,2.0,"[5, 6, 5, 8, 4]","[1, 4, 3, 3, 3]"
AppMAIS14L,2023-05-21,17,91.04,39.8,0.0,20513496,4.2,1.2,5.4,3.5,"[0, 7, 5, 4, 5]","[0, 0, 2, 2, 2]"
AppMAIS14L,2023-05-21,19,90.68,42.0,0.0,8662445,0.8,0.6,1.4,1.33,"[1, 1, 1, 0, 1]","[1, 0, 0, 1, 1]"
AppMAIS14L,2023-05-22,09,89.78,41.7,0.0,3843010,0.8,0.2,1.0,4.0,"[0, 1, 1, 1, 1]","[0, 1, 0, 0, 0]"
AppMAIS14L,2023-05-22,11,91.4,42.9,0.0,5095331,1.2,0.6,1.7999999999999998,2.0,"[2, 2, 1, 0, 1]","[0, 0, 1, 1, 1]"
AppMAIS14L,2023-05-22,13,91.04,43.0,0.0,8152189,0.4,0.2,0.6000000000000001,2.0,"[1, 1, 0, 0, 0]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-05-22,15,91.58,44.5,0.0,7867010,1.0,2.0,3.0,0.5,"[1, 1, 1, 1, 1]","[1, 2, 3, 1, 3]"
AppMAIS14L,2023-05-22,17,89.78,40.8,0.0,15837426,7.4,0.4,7.800000000000001,18.5,"[11, 8, 6, 6, 6]","[0, 0, 0, 1, 1]"
AppMAIS14L,2023-05-22,19,90.86,41.4,0.0,13020347,2.8,1.2,4.0,2.33,"[3, 3, 1, 4, 3]","[1, 2, 2, 0, 1]"
AppMAIS14L,2023-05-23,09,88.7,36.1,0.0,2909991,0.2,0.4,0.6000000000000001,0.5,"[0, 0, 1, 0, 0]","[0, 0, 0, 1, 1]"
AppMAIS14L,2023-05-23,13,90.14,36.5,0.0,8159825,4.0,0.8,4.8,5.0,"[7, 4, 3, 2, 4]","[1, 2, 0, 1, 0]"
AppMAIS14L,2023-05-23,15,85.46,36.6,0.0,15950187,6.6,2.8,9.399999999999999,2.36,"[6, 10, 8, 4, 5]","[4, 2, 2, 4, 2]"
AppMAIS14L,2023-05-23,17,85.46,34.2,0.0,26039555,3.6,0.2,3.8000000000000003,18.0,"[0, 0, 6, 6, 6]","[0, 0, 0, 0, 1]"
AppMAIS14L,2023-05-24,11,85.28,38.2,0.0,5708620,0.8,0.4,1.2000000000000002,2.0,"[0, 2, 0, 1, 1]","[0, 0, 2, 0, 0]"
AppMAIS14L,2023-05-24,13,89.96,39.8,0.0,13757760,6.2,2.8,9.0,2.21,"[5, 5, 6, 9, 6]","[3, 3, 4, 1, 3]"
AppMAIS14L,2023-05-24,15,87.26,42.6,0.0,31669495,5.8,3.6,9.4,1.61,"[7, 6, 5, 7, 4]","[2, 4, 4, 4, 4]"
AppMAIS14L,2023-05-24,17,90.68,41.6,0.0,31543055,4.8,2.4,7.199999999999999,2.0,"[0, 1, 10, 7, 6]","[0, 0, 2, 4, 6]"
AppMAIS14L,2023-05-24,19,87.98,40.4,0.0,26224641,9.8,0.2,10.0,49.0,"[0, 9, 16, 13, 11]","[0, 1, 0, 0, 0]"
AppMAIS14L,2023-05-25,13,87.08,36.3,0.0,8355266,1.4,0.4,1.7999999999999998,3.5,"[1, 3, 2, 1, 0]","[0, 0, 1, 0, 1]"
AppMAIS14L,2023-05-25,15,87.44,40.7,0.0,25881260,4.0,3.0,7.0,1.33,"[2, 4, 5, 4, 5]","[4, 1, 1, 4, 5]"
AppMAIS14L,2023-05-25,17,91.04,40.8,0.0,32140828,6.4,2.8,9.2,2.29,"[0, 1, 12, 11, 8]","[0, 2, 2, 4, 6]"
AppMAIS14L,2023-05-25,19,91.4,36.9,0.0,12451225,4.0,0.2,4.2,20.0,"[0, 6, 6, 4, 4]","[0, 1, 0, 0, 0]"
AppMAIS14L,2023-05-26,13,86.54,37.1,0.0,4573965,1.2,0.4,1.6,3.0,"[1, 1, 3, 1, 0]","[1, 1, 0, 0, 0]"
AppMAIS14L,2023-05-26,15,86.54,35.7,0.0,17857881,3.0,1.4,4.4,2.14,"[3, 4, 3, 3, 2]","[2, 1, 1, 2, 1]"
AppMAIS14L,2023-05-26,17,87.08,37.5,0.0,32460649,3.2,2.2,5.4,1.45,"[0, 0, 7, 5, 4]","[0, 1, 3, 4, 3]"
AppMAIS14L,2023-05-26,19,90.5,34.2,0.0,26404409,7.6,0.4,8.0,19.0,"[0, 7, 9, 10, 12]","[0, 0, 0, 1, 1]"
