hive,day,hour,temp,humid,weight,file_size,workers_avg,drones_avg,total,ratio,workers_array,drones_array
AppMAIS14R,2023-04-30,11,94.46,61.7,0.0,43746418,17.8,1.0,18.8,17.8,"[16, 15, 20, 17, 21]","[3, 0, 1, 1, 0]"
AppMAIS14R,2023-04-30,13,94.46,62.1,0.0,59628902,20.8,2.0,22.8,10.4,"[24, 21, 21, 22, 16]","[2, 2, 3, 1, 2]"
AppMAIS14R,2023-04-30,15,94.28,63.3,0.0,66435546,20.4,5.2,25.599999999999998,3.92,"[26, 18, 18, 20, 20]","[4, 5, 6, 5, 6]"
AppMAIS14R,2023-04-30,19,93.56,58.9,0.0,30108371,9.4,0.4,9.8,23.5,"[11, 12, 8, 8, 8]","[1, 0, 0, 0, 1]"
AppMAIS14R,2023-05-01,11,91.58,74.1,0.0,43473113,14.2,0.2,14.399999999999999,71.0,"[16, 14, 12, 11, 18]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-05-01,13,92.12,66.9,0.0,39723483,7.2,0.2,7.4,36.0,"[3, 7, 9, 8, 9]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-01,15,93.38,62.9,0.0,54418162,20.4,6.0,26.4,3.4,"[21, 24, 19, 17, 21]","[7, 5, 6, 6, 6]"
AppMAIS14R,2023-05-01,17,93.92,60.8,0.0,33166492,9.6,1.2,10.799999999999999,8.0,"[7, 12, 8, 10, 11]","[1, 1, 1, 2, 1]"
AppMAIS14R,2023-05-01,19,93.02,62.2,0.0,45731019,16.2,0.2,16.4,81.0,"[15, 21, 15, 16, 14]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-02,11,92.48,63.6,0.0,40908625,14.4,0.4,14.8,36.0,"[13, 10, 11, 17, 21]","[0, 0, 0, 0, 2]"
AppMAIS14R,2023-05-02,15,93.2,56.1,0.0,45862994,25.4,1.4,26.799999999999997,18.14,"[27, 29, 22, 24, 25]","[1, 2, 1, 3, 0]"
AppMAIS14R,2023-05-03,11,93.02,56.4,0.0,31453427,13.2,0.4,13.6,33.0,"[13, 12, 12, 15, 14]","[0, 0, 0, 1, 1]"
AppMAIS14R,2023-05-03,13,93.38,57.3,0.0,44687261,14.0,1.0,15.0,14.0,"[14, 14, 14, 14, 14]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-05-03,15,94.1,56.2,0.0,48411546,20.6,1.2,21.8,17.17,"[24, 22, 19, 19, 19]","[1, 1, 2, 1, 1]"
AppMAIS14R,2023-05-03,17,93.92,57.0,0.0,52527035,8.8,0.8,9.600000000000001,11.0,"[4, 11, 9, 11, 9]","[1, 1, 0, 0, 2]"
AppMAIS14R,2023-05-04,11,93.38,52.9,0.01,34915786,8.4,0.2,8.6,42.0,"[6, 8, 10, 8, 10]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-04,13,93.56,53.3,0.0,44844462,11.6,5.8,17.4,2.0,"[15, 10, 12, 9, 12]","[5, 6, 7, 6, 5]"
AppMAIS14R,2023-05-04,15,94.28,56.5,0.0,47481584,13.0,3.2,16.2,4.06,"[11, 13, 16, 12, 13]","[6, 4, 2, 3, 1]"
AppMAIS14R,2023-05-04,19,94.28,56.3,0.0,33588490,10.0,0.2,10.2,50.0,"[9, 11, 11, 10, 9]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-05-05,09,93.92,57.1,0.0,28243370,21.8,0.8,22.6,27.25,"[23, 24, 24, 19, 19]","[1, 0, 0, 2, 1]"
AppMAIS14R,2023-05-05,13,92.84,59.2,0.0,19119239,8.0,0.8,8.8,10.0,"[11, 12, 8, 4, 5]","[1, 0, 1, 1, 1]"
AppMAIS14R,2023-05-05,15,93.02,55.0,0.0,44177048,17.4,1.4,18.799999999999997,12.43,"[18, 17, 20, 15, 17]","[1, 1, 1, 2, 2]"
AppMAIS14R,2023-05-05,17,93.92,56.9,0.0,57016936,12.8,1.2,14.0,10.67,"[4, 16, 13, 15, 16]","[1, 1, 2, 1, 1]"
AppMAIS14R,2023-05-05,19,95.0,57.4,0.0,53913151,13.8,0.2,14.0,69.0,"[9, 14, 14, 16, 16]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-06,11,93.92,55.9,0.0,37844889,10.8,0.6,11.4,18.0,"[12, 8, 13, 10, 11]","[0, 0, 1, 2, 0]"
AppMAIS14R,2023-05-06,15,,,0.0,36000584,14.6,0.6,15.2,24.33,"[13, 15, 16, 16, 13]","[0, 1, 1, 0, 1]"
AppMAIS14R,2023-05-06,17,94.46,57.1,0.0,43675175,21.0,3.6,24.6,5.83,"[21, 19, 23, 23, 19]","[3, 4, 4, 4, 3]"
AppMAIS14R,2023-05-06,19,94.46,55.7,0.0,44867645,13.6,1.0,14.6,13.6,"[13, 15, 12, 15, 13]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-05-07,11,94.1,57.7,0.0,23425455,17.0,0.2,17.2,85.0,"[17, 17, 17, 18, 16]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-05-07,15,93.02,59.5,0.01,55377924,22.8,0.6,23.400000000000002,38.0,"[19, 23, 28, 25, 19]","[1, 0, 0, 1, 1]"
AppMAIS14R,2023-05-07,17,94.28,60.9,0.0,82016473,39.8,2.0,41.8,19.9,"[43, 38, 41, 38, 39]","[0, 1, 1, 3, 5]"
AppMAIS14R,2023-05-07,19,95.0,57.3,0.0,68257992,20.4,1.0,21.4,20.4,"[16, 20, 21, 20, 25]","[1, 2, 1, 1, 0]"
AppMAIS14R,2023-05-08,15,94.28,54.4,0.0,48934217,25.6,2.4,28.0,10.67,"[27, 24, 22, 26, 29]","[2, 4, 2, 2, 2]"
AppMAIS14R,2023-05-08,17,94.28,54.9,0.02,62499587,28.4,5.2,33.6,5.46,"[31, 32, 34, 24, 21]","[5, 5, 5, 5, 6]"
AppMAIS14R,2023-05-08,19,95.0,55.4,0.0,39973842,19.0,0.2,19.2,95.0,"[20, 16, 19, 20, 20]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-09,09,94.46,56.0,0.0,19628662,30.6,0.4,31.0,76.5,"[31, 32, 30, 30, 30]","[1, 0, 0, 1, 0]"
AppMAIS14R,2023-05-09,11,94.46,53.9,0.0,46533174,29.0,0.4,29.4,72.5,"[33, 30, 30, 29, 23]","[1, 0, 1, 0, 0]"
AppMAIS14R,2023-05-09,13,93.74,53.4,0.0,47861434,26.2,0.6,26.8,43.67,"[29, 28, 26, 23, 25]","[0, 1, 1, 1, 0]"
AppMAIS14R,2023-05-09,15,93.92,53.8,0.0,35281451,22.4,1.4,23.799999999999997,16.0,"[25, 23, 22, 22, 20]","[1, 1, 1, 2, 2]"
AppMAIS14R,2023-05-09,17,94.28,55.3,0.0,29049831,23.2,0.2,23.4,116.0,"[21, 21, 23, 24, 27]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-09,19,93.92,54.4,0.0,31385797,35.0,0.2,35.2,175.0,"[36, 35, 34, 35, 35]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-10,13,93.92,52.9,0.0,24868978,15.2,0.4,15.6,38.0,"[16, 15, 14, 15, 16]","[0, 0, 0, 1, 1]"
AppMAIS14R,2023-05-10,15,92.48,66.2,0.0,48461801,17.8,0.4,18.2,44.5,"[25, 20, 16, 16, 12]","[0, 1, 1, 0, 0]"
AppMAIS14R,2023-05-10,17,93.56,58.5,0.0,57883581,27.6,1.6,29.200000000000003,17.25,"[19, 30, 29, 29, 31]","[2, 3, 1, 1, 1]"
AppMAIS14R,2023-05-10,19,93.92,59.1,0.0,50627997,16.2,0.2,16.4,81.0,"[8, 19, 17, 18, 19]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-11,09,94.1,54.2,0.0,15066750,19.2,0.2,19.4,96.0,"[19, 21, 20, 18, 18]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-11,11,93.92,55.1,0.0,24855895,13.6,0.2,13.799999999999999,68.0,"[12, 13, 14, 12, 17]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-11,13,93.74,53.4,0.0,34148034,11.8,0.2,12.0,59.0,"[15, 11, 9, 10, 14]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-11,15,93.2,57.6,0.0,20631495,19.0,0.2,19.2,95.0,"[18, 18, 18, 21, 20]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-05-11,17,93.56,53.2,0.0,63357586,18.0,1.2,19.2,15.0,"[18, 19, 20, 18, 15]","[0, 1, 2, 2, 1]"
AppMAIS14R,2023-05-12,15,92.84,59.0,0.0,43966852,18.0,2.0,20.0,9.0,"[16, 18, 18, 18, 20]","[2, 2, 2, 2, 2]"
AppMAIS14R,2023-05-12,17,93.56,57.4,0.0,53680720,18.2,4.2,22.4,4.33,"[23, 17, 15, 18, 18]","[3, 5, 6, 3, 4]"
AppMAIS14R,2023-05-12,19,93.92,54.7,0.0,76690810,18.8,5.8,24.6,3.24,"[22, 29, 15, 13, 15]","[2, 7, 6, 7, 7]"
AppMAIS14R,2023-05-13,11,93.02,58.5,0.0,33392895,13.8,0.6,14.4,23.0,"[13, 15, 13, 18, 10]","[0, 0, 1, 1, 1]"
AppMAIS14R,2023-05-13,13,92.3,50.0,0.0,37096058,10.2,2.2,12.399999999999999,4.64,"[9, 9, 10, 10, 13]","[3, 2, 2, 2, 2]"
AppMAIS14R,2023-05-13,15,92.84,50.0,0.0,60551085,19.4,4.6,24.0,4.22,"[17, 17, 23, 22, 18]","[4, 4, 5, 4, 6]"
AppMAIS14R,2023-05-13,17,93.38,55.0,0.0,62215565,13.0,4.4,17.4,2.95,"[1, 14, 15, 19, 16]","[2, 5, 5, 5, 5]"
AppMAIS14R,2023-05-13,19,93.56,49.9,0.0,43075431,16.2,0.2,16.4,81.0,"[9, 18, 21, 17, 16]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-14,09,91.58,53.9,0.0,14313594,21.4,0.4,21.799999999999997,53.5,"[21, 20, 21, 23, 22]","[0, 0, 1, 0, 1]"
AppMAIS14R,2023-05-14,11,92.3,55.8,0.0,26401487,8.6,0.2,8.799999999999999,43.0,"[9, 10, 7, 9, 8]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-05-14,13,92.12,57.2,0.0,40453680,17.8,1.4,19.2,12.71,"[19, 18, 16, 16, 20]","[1, 2, 2, 1, 1]"
AppMAIS14R,2023-05-14,15,93.02,59.3,0.0,65349530,23.8,4.4,28.200000000000003,5.41,"[27, 21, 23, 26, 22]","[4, 8, 6, 2, 2]"
AppMAIS14R,2023-05-14,17,93.02,50.6,0.0,53694962,20.4,1.2,21.599999999999998,17.0,"[11, 22, 24, 22, 23]","[0, 0, 1, 1, 4]"
AppMAIS14R,2023-05-14,19,93.56,50.6,0.0,43055218,25.6,0.4,26.0,64.0,"[20, 28, 27, 27, 26]","[1, 1, 0, 0, 0]"
AppMAIS14R,2023-05-15,09,93.02,54.0,0.0,16787959,14.6,0.2,14.799999999999999,73.0,"[15, 15, 15, 14, 14]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-16,15,91.4,54.6,0.0,51046563,20.8,3.2,24.0,6.5,"[24, 25, 18, 18, 19]","[3, 3, 4, 3, 3]"
AppMAIS14R,2023-05-16,17,91.4,58.5,0.0,39405589,7.2,0.4,7.6000000000000005,18.0,"[0, 8, 10, 9, 9]","[0, 0, 0, 1, 1]"
AppMAIS14R,2023-05-17,13,91.58,56.4,0.0,40814833,14.6,2.0,16.6,7.3,"[14, 15, 15, 14, 15]","[3, 2, 1, 2, 2]"
AppMAIS14R,2023-05-17,15,91.4,56.8,0.0,59316921,24.4,7.8,32.199999999999996,3.13,"[20, 18, 28, 26, 30]","[6, 8, 7, 9, 9]"
AppMAIS14R,2023-05-18,11,91.4,52.4,0.0,22015819,11.8,0.4,12.200000000000001,29.5,"[14, 12, 13, 11, 9]","[0, 0, 0, 0, 2]"
AppMAIS14R,2023-05-18,15,91.4,54.1,0.0,49207207,21.2,1.8,23.0,11.78,"[22, 21, 22, 20, 21]","[1, 2, 2, 2, 2]"
AppMAIS14R,2023-05-18,17,91.4,50.1,0.0,49306048,9.2,0.6,9.799999999999999,15.33,"[3, 12, 10, 9, 12]","[0, 0, 1, 1, 1]"
AppMAIS14R,2023-05-18,19,91.94,48.7,0.0,41999646,14.6,0.2,14.799999999999999,73.0,"[5, 15, 18, 19, 16]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-19,09,92.12,53.2,0.0,14487847,4.8,0.4,5.2,12.0,"[4, 6, 5, 5, 4]","[1, 0, 0, 0, 1]"
AppMAIS14R,2023-05-19,11,91.4,47.3,0.0,32724481,16.8,0.4,17.2,42.0,"[19, 16, 16, 16, 17]","[0, 0, 1, 0, 1]"
AppMAIS14R,2023-05-19,13,91.94,51.6,0.0,40642530,18.6,2.2,20.8,8.45,"[17, 19, 19, 20, 18]","[2, 2, 1, 3, 3]"
AppMAIS14R,2023-05-19,15,91.94,58.8,0.0,70839048,22.6,6.0,28.6,3.77,"[23, 25, 24, 22, 19]","[6, 4, 8, 7, 5]"
AppMAIS14R,2023-05-19,17,91.94,47.9,0.0,55654993,13.6,3.6,17.2,3.78,"[1, 18, 18, 17, 14]","[0, 3, 4, 6, 5]"
AppMAIS14R,2023-05-20,11,91.76,48.8,0.0,32493506,13.8,0.4,14.200000000000001,34.5,"[17, 13, 14, 12, 13]","[0, 1, 1, 0, 0]"
AppMAIS14R,2023-05-20,13,91.76,47.8,0.0,36336318,14.4,0.2,14.6,72.0,"[16, 16, 15, 13, 12]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-20,15,92.12,51.6,0.0,55674253,17.4,4.2,21.599999999999998,4.14,"[21, 15, 16, 17, 18]","[2, 4, 4, 6, 5]"
AppMAIS14R,2023-05-20,17,92.12,47.6,0.0,38187594,17.4,1.4,18.799999999999997,12.43,"[19, 22, 20, 14, 12]","[1, 1, 1, 2, 2]"
AppMAIS14R,2023-05-20,19,92.3,46.2,0.0,44940865,15.4,0.8,16.2,19.25,"[6, 21, 19, 17, 14]","[1, 1, 0, 1, 1]"
AppMAIS14R,2023-05-21,11,91.58,50.0,0.0,31474746,12.8,0.2,13.0,64.0,"[12, 11, 14, 12, 15]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-21,13,91.76,48.8,0.0,37192786,18.0,1.6,19.6,11.25,"[20, 17, 18, 19, 16]","[1, 1, 1, 3, 2]"
AppMAIS14R,2023-05-21,15,91.94,49.5,0.0,47603845,19.4,7.4,26.799999999999997,2.62,"[23, 18, 22, 16, 18]","[7, 8, 8, 7, 7]"
AppMAIS14R,2023-05-21,17,91.4,54.3,0.0,50314479,21.6,0.2,21.8,108.0,"[10, 25, 26, 26, 21]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-21,19,91.76,46.6,0.0,24506161,17.0,0.8,17.8,21.25,"[15, 15, 18, 19, 18]","[1, 1, 0, 1, 1]"
AppMAIS14R,2023-05-22,11,91.04,50.7,0.0,22860396,16.8,0.2,17.0,84.0,"[15, 17, 14, 19, 19]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-22,13,90.68,49.8,0.0,21273637,9.2,0.2,9.399999999999999,46.0,"[9, 11, 10, 9, 7]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-22,15,90.86,51.9,0.0,19460816,13.8,0.2,14.0,69.0,"[13, 13, 14, 14, 15]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-05-22,19,91.04,54.6,0.0,27572503,16.4,0.2,16.599999999999998,82.0,"[16, 15, 16, 18, 17]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-23,13,89.96,49.3,0.0,32644808,16.0,0.2,16.2,80.0,"[11, 17, 18, 15, 19]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-05-23,15,90.5,49.2,0.0,35659969,16.4,1.8,18.2,9.11,"[20, 19, 13, 16, 14]","[1, 2, 2, 1, 3]"
AppMAIS14R,2023-05-23,17,90.68,48.1,0.0,56557970,12.6,2.0,14.6,6.3,"[0, 17, 18, 17, 11]","[0, 1, 3, 3, 3]"
AppMAIS14R,2023-05-24,13,91.58,49.7,0.0,32852610,12.0,1.8,13.8,6.67,"[9, 11, 11, 16, 13]","[2, 2, 2, 1, 2]"
AppMAIS14R,2023-05-24,15,91.58,55.5,0.0,60782340,25.0,7.8,32.8,3.21,"[29, 31, 23, 20, 22]","[4, 8, 9, 9, 9]"
AppMAIS14R,2023-05-24,17,92.12,50.6,0.0,55648979,9.8,3.2,13.0,3.06,"[0, 11, 12, 13, 13]","[1, 3, 3, 4, 5]"
AppMAIS14R,2023-05-25,09,92.12,47.7,0.0,12530209,3.4,0.4,3.8,8.5,"[3, 4, 4, 3, 3]","[2, 0, 0, 0, 0]"
AppMAIS14R,2023-05-25,13,92.3,49.9,0.0,29804578,12.0,0.2,12.2,60.0,"[13, 12, 13, 10, 12]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-05-25,15,92.3,48.7,0.0,44856248,15.4,7.4,22.8,2.08,"[14, 15, 18, 14, 16]","[8, 7, 7, 8, 7]"
AppMAIS14R,2023-05-25,17,92.48,48.1,0.0,58239019,23.8,3.4,27.2,7.0,"[25, 22, 27, 24, 21]","[1, 5, 4, 5, 2]"
AppMAIS14R,2023-05-25,19,91.94,49.2,0.0,46593450,24.2,0.2,24.4,121.0,"[11, 30, 29, 25, 26]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-05-26,11,91.58,46.7,0.0,29228148,12.8,0.2,13.0,64.0,"[11, 14, 12, 11, 16]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-26,15,91.58,47.2,0.0,40311003,18.6,4.4,23.0,4.23,"[24, 17, 17, 17, 18]","[5, 5, 5, 4, 3]"
AppMAIS14R,2023-05-26,17,91.94,48.2,0.0,66420014,19.8,2.8,22.6,7.07,"[21, 18, 22, 19, 19]","[4, 2, 3, 2, 3]"
AppMAIS14R,2023-05-27,11,92.3,48.8,0.0,18409321,5.8,0.2,6.0,29.0,"[6, 7, 6, 6, 4]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-05-27,13,92.3,48.9,0.0,27309809,8.8,2.0,10.8,4.4,"[7, 10, 9, 9, 9]","[2, 2, 2, 2, 2]"
AppMAIS14R,2023-05-27,15,92.48,50.0,0.0,45448421,20.8,1.8,22.6,11.56,"[24, 24, 20, 17, 19]","[2, 1, 2, 2, 2]"
AppMAIS14R,2023-05-27,17,93.02,49.3,0.0,67190214,20.2,2.6,22.8,7.77,"[1, 20, 25, 25, 30]","[1, 2, 2, 4, 4]"
AppMAIS14R,2023-05-27,19,93.74,45.4,0.0,53224825,19.6,0.6,20.200000000000003,32.67,"[8, 24, 21, 22, 23]","[1, 0, 1, 0, 1]"
AppMAIS14R,2023-05-28,13,92.84,47.8,0.0,25676338,14.0,0.4,14.4,35.0,"[16, 15, 14, 11, 14]","[0, 1, 0, 1, 0]"
AppMAIS14R,2023-05-28,15,92.84,48.5,0.0,46789799,16.6,5.0,21.6,3.32,"[18, 15, 18, 16, 16]","[5, 8, 6, 4, 2]"
AppMAIS14R,2023-05-28,17,93.02,43.0,0.0,65759051,17.2,4.8,22.0,3.58,"[1, 21, 25, 20, 19]","[0, 2, 7, 7, 8]"
AppMAIS14R,2023-05-29,15,91.76,46.8,0.0,28578692,12.4,1.2,13.6,10.33,"[10, 12, 13, 12, 15]","[1, 1, 2, 1, 1]"
AppMAIS14R,2023-05-29,17,92.12,51.4,0.0,43116855,11.0,1.0,12.0,11.0,"[2, 12, 13, 15, 13]","[0, 1, 1, 2, 1]"
AppMAIS14R,2023-05-30,15,91.76,52.4,0.0,30769447,10.6,1.0,11.6,10.6,"[11, 10, 9, 12, 11]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-05-30,17,91.58,50.1,0.0,50470749,12.0,2.2,14.2,5.45,"[0, 14, 16, 17, 13]","[1, 3, 1, 3, 3]"
AppMAIS14R,2023-05-30,19,91.76,47.9,0.0,44442531,19.6,0.2,19.8,98.0,"[7, 22, 24, 23, 22]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-05-31,15,92.12,53.5,0.04,47815660,16.6,7.0,23.6,2.37,"[18, 14, 16, 13, 22]","[7, 7, 7, 7, 7]"
AppMAIS14R,2023-05-31,17,92.84,52.5,0.0,53558329,11.2,3.2,14.399999999999999,3.5,"[0, 13, 14, 16, 13]","[1, 3, 4, 4, 4]"
AppMAIS14R,2023-06-01,15,93.56,53.4,0.0,32186960,15.6,0.4,16.0,39.0,"[13, 16, 15, 17, 17]","[1, 0, 0, 0, 1]"
AppMAIS14R,2023-06-01,17,90.5,43.4,0.0,61222930,16.8,2.2,19.0,7.64,"[3, 17, 25, 20, 19]","[1, 4, 1, 1, 4]"
AppMAIS14R,2023-06-02,13,92.48,55.9,0.0,18089490,11.6,0.2,11.799999999999999,58.0,"[12, 13, 12, 10, 11]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-06-02,15,93.02,60.4,0.0,25490734,8.8,0.2,9.0,44.0,"[8, 10, 9, 8, 9]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-06-02,19,95.18,51.2,0.0,38635206,18.6,0.4,19.0,46.5,"[17, 18, 21, 20, 17]","[0, 0, 0, 0, 2]"
AppMAIS14R,2023-06-03,15,92.84,53.8,0.0,49017295,10.4,5.6,16.0,1.86,"[9, 12, 12, 8, 11]","[6, 5, 6, 6, 5]"
AppMAIS14R,2023-06-03,17,93.56,54.1,0.0,61529553,9.6,1.8,11.4,5.33,"[1, 9, 13, 14, 11]","[0, 2, 2, 3, 2]"
AppMAIS14R,2023-06-03,19,94.64,51.3,0.0,44734653,19.6,0.2,19.8,98.0,"[8, 25, 22, 21, 22]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-06-04,09,90.32,52.4,0.0,18460152,8.6,0.2,8.799999999999999,43.0,"[8, 8, 9, 9, 9]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-06-04,11,91.04,52.9,0.0,20544319,11.0,0.6,11.6,18.33,"[10, 12, 9, 12, 12]","[0, 0, 2, 1, 0]"
AppMAIS14R,2023-06-04,13,91.22,52.5,0.0,29368550,12.4,0.4,12.8,31.0,"[10, 11, 12, 14, 15]","[0, 0, 0, 0, 2]"
AppMAIS14R,2023-06-04,15,91.04,51.5,0.0,44622841,15.0,7.8,22.8,1.92,"[13, 14, 13, 17, 18]","[8, 8, 9, 7, 7]"
AppMAIS14R,2023-06-04,17,91.76,53.7,0.0,57833872,13.0,1.0,14.0,13.0,"[1, 12, 16, 18, 18]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-06-04,19,93.74,49.9,0.0,40008824,14.6,1.0,15.6,14.6,"[14, 14, 15, 14, 16]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-06-05,09,89.78,52.1,0.0,17215049,8.0,0.4,8.4,20.0,"[7, 7, 10, 9, 7]","[0, 1, 0, 1, 0]"
AppMAIS14R,2023-06-05,13,90.32,53.3,0.0,27265100,13.4,0.2,13.6,67.0,"[12, 12, 15, 15, 13]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-06-05,15,91.04,53.7,0.0,33733248,10.2,1.2,11.399999999999999,8.5,"[9, 10, 10, 12, 10]","[1, 1, 2, 1, 1]"
AppMAIS14R,2023-06-05,17,92.3,53.7,0.0,52438272,14.0,0.8,14.8,17.5,"[1, 18, 17, 18, 16]","[0, 0, 1, 1, 2]"
AppMAIS14R,2023-06-06,11,90.68,53.4,0.0,23758036,11.8,0.2,12.0,59.0,"[13, 12, 10, 13, 11]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-06-06,13,91.22,53.5,0.0,31469283,8.0,0.2,8.2,40.0,"[10, 8, 6, 8, 8]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-06-06,15,92.12,56.9,0.0,43863094,17.8,3.6,21.400000000000002,4.94,"[16, 18, 17, 20, 18]","[5, 4, 4, 2, 3]"
AppMAIS14R,2023-06-06,17,93.02,55.5,0.0,58451525,15.0,0.4,15.4,37.5,"[0, 18, 19, 20, 18]","[0, 0, 1, 0, 1]"
