hive,day,hour,temp,humid,weight,file_size,workers_avg,drones_avg,total,ratio,workers_array,drones_array
AppMAIS7R,2022-07-12,17,92.12,60.4,51.48,20114400,11.0,1.6,12.6,6.88,"[7, 12, 13, 12, 11]","[3, 1, 1, 1, 2]"
AppMAIS7R,2022-07-12,18,90.14,60.3,51.37,10713114,5.0,0.2,5.2,25.0,"[5, 5, 5, 6, 4]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-07-13,11,84.74,58.6,51.61,13845121,3.8,0.2,4.0,19.0,"[1, 4, 6, 4, 4]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-13,15,86.54,59.5,51.27,10467945,8.0,0.8,8.8,10.0,"[0, 10, 11, 10, 9]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-13,16,87.8,59.2,51.42,17171083,5.6,1.0,6.6,5.6,"[6, 5, 6, 6, 5]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-07-13,17,88.52,59.5,51.53,20004766,5.0,1.2,6.2,4.17,"[4, 5, 5, 5, 6]","[0, 1, 2, 2, 1]"
AppMAIS7R,2022-07-13,18,88.34,59.6,51.7,21547297,14.2,0.2,14.399999999999999,71.0,"[13, 17, 13, 13, 15]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-13,19,87.26,59.3,51.81,17786897,12.8,0.4,13.200000000000001,32.0,"[12, 14, 14, 13, 11]","[1, 1, 0, 0, 0]"
AppMAIS7R,2022-07-13,20,85.64,59.6,51.67,15178328,10.4,0.4,10.8,26.0,"[11, 11, 11, 10, 9]","[1, 1, 0, 0, 0]"
AppMAIS7R,2022-07-14,09,80.96,58.0,51.67,16029554,7.4,0.2,7.6000000000000005,37.0,"[0, 1, 12, 12, 12]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-07-14,11,86.36,58.1,51.88,16887487,8.2,0.4,8.6,20.5,"[8, 8, 9, 8, 8]","[0, 2, 0, 0, 0]"
AppMAIS7R,2022-07-14,15,90.14,58.6,51.85,15850169,4.8,1.6,6.4,3.0,"[3, 5, 6, 5, 5]","[0, 2, 2, 1, 3]"
AppMAIS7R,2022-07-14,16,91.04,58.9,51.72,31561560,10.4,4.4,14.8,2.36,"[6, 13, 8, 12, 13]","[1, 4, 6, 5, 6]"
AppMAIS7R,2022-07-14,17,91.04,58.9,51.55,22867888,11.0,3.0,14.0,3.67,"[8, 11, 13, 10, 13]","[2, 3, 2, 4, 4]"
AppMAIS7R,2022-07-14,18,89.96,58.9,51.26,26762403,23.4,0.8,24.2,29.25,"[22, 24, 26, 24, 21]","[1, 1, 0, 1, 1]"
AppMAIS7R,2022-07-15,14,89.96,56.9,51.73,13732576,8.6,0.2,8.799999999999999,43.0,"[8, 9, 8, 9, 9]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-15,15,89.78,56.9,51.48,19973021,15.4,2.0,17.4,7.7,"[14, 15, 15, 16, 17]","[2, 3, 3, 1, 1]"
AppMAIS7R,2022-07-15,16,89.78,57.0,51.47,25175995,14.6,3.2,17.8,4.56,"[16, 13, 15, 16, 13]","[0, 4, 5, 4, 3]"
AppMAIS7R,2022-07-15,17,90.14,57.3,51.42,28336937,17.2,2.4,19.599999999999998,7.17,"[16, 18, 16, 16, 20]","[4, 3, 1, 3, 1]"
AppMAIS7R,2022-07-15,18,88.88,57.5,51.39,19316006,10.0,0.6,10.6,16.67,"[9, 10, 11, 10, 10]","[2, 1, 0, 0, 0]"
AppMAIS7R,2022-07-16,12,86.72,56.4,51.67,15564235,8.6,0.2,8.799999999999999,43.0,"[0, 10, 12, 11, 10]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-16,13,87.62,56.3,51.73,10778040,4.6,0.2,4.8,23.0,"[0, 3, 6, 7, 7]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-07-16,14,88.7,56.6,51.74,13628677,4.2,0.2,4.4,21.0,"[0, 4, 6, 5, 6]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-16,16,91.4,56.9,51.55,16683673,9.2,1.4,10.6,6.57,"[8, 10, 10, 9, 9]","[2, 3, 1, 0, 1]"
AppMAIS7R,2022-07-16,17,90.68,57.0,51.27,22151579,13.2,3.4,16.599999999999998,3.88,"[10, 18, 12, 15, 11]","[2, 3, 5, 4, 3]"
AppMAIS7R,2022-07-16,18,90.32,57.0,51.19,14682583,11.6,0.2,11.799999999999999,58.0,"[11, 12, 14, 11, 10]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-17,13,90.68,56.9,51.47,8123863,4.2,0.2,4.4,21.0,"[5, 5, 5, 3, 3]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-17,14,89.06,57.1,51.18,13363545,8.0,0.2,8.2,40.0,"[2, 9, 11, 9, 9]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-17,15,89.24,57.2,51.24,11899940,6.6,1.0,7.6,6.6,"[1, 9, 8, 8, 7]","[0, 1, 1, 1, 2]"
AppMAIS7R,2022-07-17,16,89.24,57.2,51.15,25839370,13.2,2.4,15.6,5.5,"[10, 14, 14, 13, 15]","[1, 4, 3, 3, 1]"
AppMAIS7R,2022-07-17,17,89.6,57.5,51.01,16400957,6.4,0.8,7.2,8.0,"[7, 7, 7, 5, 6]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-17,19,87.8,57.8,51.08,8220496,6.8,0.2,7.0,34.0,"[6, 6, 6, 8, 8]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-18,13,88.34,57.5,51.34,9167328,2.4,0.2,2.6,12.0,"[0, 2, 3, 3, 4]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-18,15,89.6,57.9,51.24,21701932,11.0,0.6,11.6,18.33,"[5, 11, 16, 12, 11]","[0, 1, 0, 1, 1]"
AppMAIS7R,2022-07-18,16,90.32,57.8,51.16,21858687,9.6,1.0,10.6,9.6,"[6, 11, 10, 11, 10]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-07-18,17,89.42,58.0,50.88,13367828,10.2,1.0,11.2,10.2,"[10, 10, 11, 10, 10]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-07-18,18,88.16,58.2,50.93,13950396,12.0,0.2,12.2,60.0,"[12, 12, 12, 12, 12]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-19,15,90.5,58.8,51.42,13640713,4.6,1.8,6.3999999999999995,2.56,"[4, 7, 4, 4, 4]","[3, 1, 3, 1, 1]"
AppMAIS7R,2022-07-19,16,90.68,58.9,51.18,21428971,8.6,5.6,14.2,1.54,"[9, 8, 10, 8, 8]","[4, 8, 6, 6, 4]"
AppMAIS7R,2022-07-19,17,90.5,59.2,50.96,14478435,4.2,1.2,5.4,3.5,"[5, 5, 4, 3, 4]","[2, 1, 1, 1, 1]"
AppMAIS7R,2022-07-19,19,88.7,59.5,50.8,10129213,6.2,0.2,6.4,31.0,"[5, 6, 6, 7, 7]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-20,14,88.52,59.7,51.24,8333948,4.6,0.2,4.8,23.0,"[0, 6, 6, 6, 5]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-07-20,15,88.88,59.8,51.24,12726563,7.4,1.6,9.0,4.62,"[3, 9, 8, 8, 9]","[1, 2, 2, 1, 2]"
AppMAIS7R,2022-07-20,16,89.96,60.0,51.23,19248201,8.2,0.8,9.0,10.25,"[5, 9, 9, 8, 10]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-20,17,89.96,60.0,51.12,11618014,4.4,2.0,6.4,2.2,"[3, 6, 5, 4, 4]","[1, 2, 3, 2, 2]"
AppMAIS7R,2022-07-20,18,90.14,60.2,50.96,13915224,8.6,0.8,9.4,10.75,"[10, 9, 8, 7, 9]","[1, 1, 0, 2, 0]"
AppMAIS7R,2022-07-20,20,89.96,60.5,50.87,9699387,6.4,0.6,7.0,10.67,"[7, 6, 7, 6, 6]","[0, 1, 0, 1, 1]"
AppMAIS7R,2022-07-21,14,88.7,61.3,51.29,10669074,2.4,0.4,2.8,6.0,"[0, 3, 3, 3, 3]","[0, 0, 0, 1, 1]"
AppMAIS7R,2022-07-21,15,89.42,61.4,51.53,10831297,5.6,1.2,6.8,4.67,"[4, 6, 7, 6, 5]","[1, 1, 1, 1, 2]"
AppMAIS7R,2022-07-21,16,90.5,61.6,51.25,22530083,7.6,1.2,8.799999999999999,6.33,"[8, 8, 7, 7, 8]","[1, 2, 1, 1, 1]"
AppMAIS7R,2022-07-21,17,90.68,61.5,50.95,16056683,4.8,1.0,5.8,4.8,"[7, 5, 4, 4, 4]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-07-21,20,89.96,61.7,50.66,4045076,0.6,0.4,1.0,1.5,"[1, 1, 1, 0, 0]","[0, 0, 0, 1, 1]"
AppMAIS7R,2022-07-22,08,85.64,61.1,50.09,6890483,0.8,0.2,1.0,4.0,"[0, 1, 1, 1, 1]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-07-22,13,88.88,61.6,51.38,6795146,2.8,0.2,3.0,14.0,"[0, 3, 4, 4, 3]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-07-22,14,89.6,61.6,51.08,7259260,5.8,0.6,6.3999999999999995,9.67,"[1, 4, 8, 8, 8]","[0, 2, 0, 0, 1]"
AppMAIS7R,2022-07-22,15,90.14,61.6,50.96,12518980,11.4,1.2,12.6,9.5,"[11, 10, 11, 13, 12]","[2, 1, 1, 1, 1]"
AppMAIS7R,2022-07-22,18,89.96,61.7,50.58,6401004,2.8,0.2,3.0,14.0,"[3, 2, 3, 3, 3]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-07-23,15,92.12,60.9,50.63,11161403,7.2,1.0,8.2,7.2,"[3, 9, 9, 8, 7]","[3, 1, 0, 0, 1]"
AppMAIS7R,2022-07-23,17,91.94,61.1,50.6,13512293,6.6,3.0,9.6,2.2,"[5, 6, 8, 8, 6]","[2, 5, 2, 1, 5]"
AppMAIS7R,2022-07-26,10,86.18,62.5,51.28,11122542,3.6,0.8,4.4,4.5,"[0, 4, 5, 5, 4]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-26,13,88.7,62.8,51.44,9873494,2.8,0.4,3.1999999999999997,7.0,"[1, 4, 3, 3, 3]","[0, 1, 1, 0, 0]"
AppMAIS7R,2022-07-26,14,89.78,63.0,51.85,9675016,8.0,0.8,8.8,10.0,"[5, 9, 9, 9, 8]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-26,15,91.94,63.3,51.94,12457586,7.0,1.6,8.6,4.38,"[2, 8, 8, 10, 7]","[1, 4, 2, 0, 1]"
AppMAIS7R,2022-07-26,16,91.94,63.3,51.76,14978909,4.4,1.0,5.4,4.4,"[2, 5, 4, 4, 7]","[0, 1, 2, 1, 1]"
AppMAIS7R,2022-07-26,17,91.58,63.3,51.64,19680668,3.8,1.4,5.199999999999999,2.71,"[5, 2, 4, 5, 3]","[1, 1, 2, 1, 2]"
AppMAIS7R,2022-07-26,18,90.68,63.3,51.51,11174574,7.4,0.2,7.6000000000000005,37.0,"[7, 8, 8, 7, 7]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-07-26,20,89.96,63.3,50.91,11145864,6.0,0.6,6.6,10.0,"[6, 5, 6, 7, 6]","[1, 2, 0, 0, 0]"
AppMAIS7R,2022-07-27,11,88.52,62.0,50.95,8319693,3.0,0.2,3.2,15.0,"[0, 0, 5, 4, 6]","[0, 0, 1, 0, 0]"
AppMAIS7R,2022-07-27,14,92.12,62.2,51.34,15349012,5.0,1.8,6.8,2.78,"[1, 5, 6, 6, 7]","[0, 1, 3, 2, 3]"
AppMAIS7R,2022-07-27,15,92.12,62.3,51.47,19893519,10.6,3.8,14.399999999999999,2.79,"[3, 14, 13, 12, 11]","[0, 2, 5, 6, 6]"
AppMAIS7R,2022-07-27,16,93.02,62.4,51.55,17638418,10.2,0.8,11.0,12.75,"[10, 10, 10, 9, 12]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-27,17,92.84,62.3,51.41,20218797,6.4,0.8,7.2,8.0,"[7, 6, 6, 6, 7]","[0, 1, 2, 1, 0]"
AppMAIS7R,2022-07-27,18,91.58,62.2,51.37,15398020,10.6,0.6,11.2,17.67,"[10, 11, 11, 11, 10]","[2, 1, 0, 0, 0]"
AppMAIS7R,2022-07-28,12,91.22,60.8,50.95,6933473,1.8,0.2,2.0,9.0,"[0, 0, 2, 3, 4]","[0, 0, 1, 0, 0]"
AppMAIS7R,2022-07-28,15,92.66,61.0,51.23,13443063,5.8,0.4,6.2,14.5,"[4, 7, 5, 6, 7]","[0, 0, 1, 0, 1]"
AppMAIS7R,2022-07-28,16,93.38,61.1,51.01,14960881,5.8,1.2,7.0,4.83,"[4, 4, 8, 6, 7]","[2, 2, 1, 0, 1]"
AppMAIS7R,2022-07-28,17,93.02,60.7,50.76,7894063,5.8,0.4,6.2,14.5,"[4, 6, 7, 7, 5]","[1, 0, 0, 0, 1]"
AppMAIS7R,2022-07-28,19,91.04,60.9,50.53,7459361,7.4,0.4,7.800000000000001,18.5,"[7, 8, 8, 7, 7]","[1, 1, 0, 0, 0]"
AppMAIS7R,2022-07-29,15,92.12,59.5,50.86,16606148,11.2,0.2,11.399999999999999,56.0,"[10, 12, 11, 11, 12]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-07-30,14,91.04,58.8,50.75,12986285,4.6,0.8,5.3999999999999995,5.75,"[3, 5, 6, 5, 4]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-07-30,15,91.58,58.8,50.77,32042003,10.8,3.4,14.200000000000001,3.18,"[14, 13, 8, 10, 9]","[0, 4, 4, 4, 5]"
AppMAIS7R,2022-07-30,16,91.58,58.8,50.58,8917280,5.0,1.0,6.0,5.0,"[4, 5, 5, 6, 5]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-07-31,15,90.68,58.8,51.28,13912938,6.6,1.8,8.4,3.67,"[3, 4, 9, 8, 9]","[0, 3, 2, 2, 2]"
AppMAIS7R,2022-07-31,17,90.86,58.8,51.09,11077737,4.6,1.0,5.6,4.6,"[6, 5, 4, 4, 4]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-08-01,12,89.78,59.2,51.86,7343037,1.8,0.2,2.0,9.0,"[1, 2, 2, 2, 2]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-01,15,91.04,59.0,52.15,31438526,4.6,0.4,5.0,11.5,"[2, 5, 8, 3, 5]","[0, 0, 0, 1, 1]"
AppMAIS7R,2022-08-01,16,91.58,59.2,52.21,13941991,5.6,2.4,8.0,2.33,"[6, 5, 5, 5, 7]","[1, 3, 3, 3, 2]"
AppMAIS7R,2022-08-01,17,91.58,59.1,52.31,13851077,5.8,1.6,7.4,3.62,"[6, 5, 5, 7, 6]","[3, 2, 1, 1, 1]"
AppMAIS7R,2022-08-01,20,89.96,59.4,51.87,6836796,4.8,0.2,5.0,24.0,"[4, 4, 5, 5, 6]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-02,12,90.14,58.9,51.3,12458079,5.2,0.4,5.6000000000000005,13.0,"[1, 5, 7, 5, 8]","[1, 1, 0, 0, 0]"
AppMAIS7R,2022-08-02,15,92.48,59.4,52.0,14306678,4.6,0.8,5.3999999999999995,5.75,"[1, 7, 6, 5, 4]","[0, 0, 1, 3, 0]"
AppMAIS7R,2022-08-02,16,92.84,59.6,51.86,23390812,13.2,0.8,14.0,16.5,"[12, 15, 13, 14, 12]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-02,17,92.3,59.4,51.61,20565718,12.2,1.4,13.6,8.71,"[13, 11, 12, 12, 13]","[3, 2, 1, 0, 1]"
AppMAIS7R,2022-08-03,11,91.22,58.6,51.21,11315242,2.2,0.2,2.4000000000000004,11.0,"[0, 0, 2, 4, 5]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-03,13,92.48,58.7,51.31,9017583,3.2,0.2,3.4000000000000004,16.0,"[0, 3, 5, 4, 4]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-03,15,92.84,58.8,51.06,19454341,9.8,0.4,10.200000000000001,24.5,"[7, 12, 10, 10, 10]","[0, 0, 2, 0, 0]"
AppMAIS7R,2022-08-03,16,93.56,58.8,50.75,11155493,2.8,0.2,3.0,14.0,"[1, 3, 3, 4, 3]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-08-03,17,92.66,58.6,50.55,16079837,8.2,1.6,9.799999999999999,5.12,"[9, 8, 8, 8, 8]","[2, 2, 2, 1, 1]"
AppMAIS7R,2022-08-03,18,91.58,58.7,50.51,13627228,10.0,0.6,10.6,16.67,"[10, 10, 10, 10, 10]","[3, 0, 0, 0, 0]"
AppMAIS7R,2022-08-04,15,91.4,57.4,51.44,16329750,7.0,1.2,8.2,5.83,"[5, 6, 8, 8, 8]","[1, 3, 1, 1, 0]"
AppMAIS7R,2022-08-04,16,92.12,57.3,51.22,14348770,6.8,0.2,7.0,34.0,"[5, 10, 8, 6, 5]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-04,17,91.94,57.3,50.86,13101965,7.0,3.0,10.0,2.33,"[7, 8, 7, 6, 7]","[2, 5, 3, 3, 2]"
AppMAIS7R,2022-08-04,20,90.5,57.6,50.35,8733899,8.0,0.2,8.2,40.0,"[8, 8, 8, 8, 8]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-05,11,91.04,56.4,50.66,11040955,1.8,0.2,2.0,9.0,"[0, 0, 3, 3, 3]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-05,13,89.96,56.8,50.77,4948210,1.4,0.4,1.7999999999999998,3.5,"[0, 0, 2, 2, 3]","[0, 0, 1, 1, 0]"
AppMAIS7R,2022-08-06,11,90.68,57.5,51.22,12901090,4.6,0.2,4.8,23.0,"[0, 3, 6, 8, 6]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-08-06,14,89.78,58.2,50.83,9271975,4.4,0.4,4.800000000000001,11.0,"[2, 5, 5, 5, 5]","[0, 0, 0, 1, 1]"
AppMAIS7R,2022-08-07,14,92.12,57.6,50.82,18125112,7.4,0.2,7.6000000000000005,37.0,"[0, 6, 10, 11, 10]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-08-07,15,92.66,57.9,50.96,16097125,7.4,0.4,7.800000000000001,18.5,"[8, 8, 7, 7, 7]","[1, 0, 0, 0, 1]"
AppMAIS7R,2022-08-07,16,91.58,57.9,50.58,22051216,11.2,1.8,13.0,6.22,"[4, 13, 14, 13, 12]","[0, 3, 1, 3, 2]"
AppMAIS7R,2022-08-07,17,91.22,58.2,50.43,25025605,11.8,1.0,12.8,11.8,"[12, 12, 12, 13, 10]","[1, 2, 1, 0, 1]"
AppMAIS7R,2022-08-07,20,90.32,58.2,50.26,15774738,19.4,0.4,19.799999999999997,48.5,"[21, 20, 20, 18, 18]","[0, 0, 1, 0, 1]"
AppMAIS7R,2022-08-08,12,92.84,57.7,50.74,19098686,6.6,0.6,7.199999999999999,11.0,"[0, 6, 9, 9, 9]","[0, 0, 1, 1, 1]"
AppMAIS7R,2022-08-08,13,93.38,58.2,50.69,13599530,6.4,0.2,6.6000000000000005,32.0,"[0, 7, 9, 8, 8]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-08-08,14,93.74,58.2,50.63,26631955,21.6,1.2,22.8,18.0,"[20, 23, 21, 22, 22]","[0, 1, 2, 2, 1]"
AppMAIS7R,2022-08-08,15,92.12,58.5,50.49,28940061,21.0,2.8,23.8,7.5,"[23, 19, 20, 22, 21]","[2, 4, 3, 3, 2]"
AppMAIS7R,2022-08-08,16,91.94,58.7,50.39,35414623,19.0,0.4,19.4,47.5,"[9, 22, 22, 21, 21]","[2, 0, 0, 0, 0]"
AppMAIS7R,2022-08-08,17,91.94,58.3,50.73,49707267,26.6,2.8,29.400000000000002,9.5,"[27, 26, 28, 26, 26]","[3, 3, 3, 3, 2]"
AppMAIS7R,2022-08-09,09,90.68,57.5,50.24,34787623,12.0,0.2,12.2,60.0,"[0, 9, 16, 17, 18]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-08-09,12,93.74,58.1,50.48,19696750,7.8,0.2,8.0,39.0,"[0, 5, 12, 13, 9]","[0, 0, 0, 0, 1]"
AppMAIS7R,2022-08-09,13,94.46,58.2,50.62,28194879,18.2,0.8,19.0,22.75,"[7, 20, 21, 23, 20]","[0, 0, 1, 1, 2]"
AppMAIS7R,2022-08-09,15,92.66,58.2,50.29,26983208,21.8,2.0,23.8,10.9,"[24, 22, 21, 23, 19]","[2, 2, 2, 2, 2]"
AppMAIS7R,2022-08-09,16,92.48,58.6,50.17,34546408,26.8,2.4,29.2,11.17,"[28, 26, 25, 27, 28]","[2, 3, 3, 2, 2]"
AppMAIS7R,2022-08-09,17,92.66,58.2,50.14,35295485,23.6,1.2,24.8,19.67,"[21, 24, 24, 24, 25]","[1, 1, 1, 2, 1]"
AppMAIS7R,2022-08-09,18,92.48,58.1,50.24,28007478,27.2,0.2,27.4,136.0,"[28, 26, 28, 27, 27]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-10,14,92.66,58.8,50.42,17235160,12.0,0.4,12.4,30.0,"[12, 12, 12, 12, 12]","[0, 0, 1, 0, 1]"
AppMAIS7R,2022-08-10,15,92.48,58.9,50.16,32503889,20.2,2.2,22.4,9.18,"[14, 20, 24, 24, 19]","[1, 3, 2, 2, 3]"
AppMAIS7R,2022-08-10,16,93.56,58.5,50.34,38251777,20.0,1.4,21.4,14.29,"[14, 22, 23, 20, 21]","[1, 0, 3, 1, 2]"
AppMAIS7R,2022-08-10,17,92.66,58.5,50.65,35292765,27.6,0.8,28.400000000000002,34.5,"[26, 31, 27, 27, 27]","[0, 0, 2, 0, 2]"
AppMAIS7R,2022-08-10,18,91.94,58.7,50.68,31066959,23.6,0.4,24.0,59.0,"[24, 22, 26, 24, 22]","[0, 1, 0, 1, 0]"
AppMAIS7R,2022-08-10,19,91.94,58.8,50.54,25961947,15.2,0.4,15.6,38.0,"[16, 15, 16, 15, 14]","[0, 2, 0, 0, 0]"
AppMAIS7R,2022-08-10,20,91.94,58.4,50.2,29257980,25.2,0.2,25.4,126.0,"[27, 25, 24, 24, 26]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-11,09,92.12,57.6,49.71,22330288,18.0,0.2,18.2,90.0,"[18, 21, 17, 18, 16]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-11,10,91.94,57.8,49.8,27217361,16.8,0.2,17.0,84.0,"[14, 18, 20, 15, 17]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-11,12,92.3,57.9,49.86,28251231,16.4,0.2,16.599999999999998,82.0,"[12, 17, 17, 19, 17]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-11,14,92.48,57.8,49.89,35080748,20.0,2.0,22.0,10.0,"[13, 24, 21, 22, 20]","[1, 2, 2, 2, 3]"
AppMAIS7R,2022-08-11,15,93.2,58.0,50.1,28975858,15.8,0.6,16.400000000000002,26.33,"[13, 15, 15, 18, 18]","[1, 1, 1, 0, 0]"
AppMAIS7R,2022-08-11,16,93.02,58.2,50.28,34044672,15.6,1.2,16.8,13.0,"[10, 18, 18, 15, 17]","[0, 1, 1, 2, 2]"
AppMAIS7R,2022-08-11,17,92.48,58.2,50.39,13835210,6.0,0.6,6.6,10.0,"[6, 6, 6, 6, 6]","[1, 1, 0, 1, 0]"
AppMAIS7R,2022-08-11,18,92.84,58.4,50.36,6413941,3.4,0.2,3.6,17.0,"[4, 6, 4, 1, 2]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-12,11,93.2,58.3,49.96,14835951,5.4,0.8,6.2,6.75,"[4, 7, 5, 5, 6]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-12,14,93.56,59.0,50.16,16644796,4.8,0.8,5.6,6.0,"[3, 5, 6, 6, 4]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-12,15,93.38,59.1,50.4,32240727,10.0,3.2,13.2,3.12,"[12, 10, 9, 10, 9]","[2, 4, 4, 3, 3]"
AppMAIS7R,2022-08-12,17,93.38,59.3,50.19,18177351,5.8,0.8,6.6,7.25,"[6, 6, 5, 5, 7]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-12,18,93.2,59.2,50.07,9928581,4.8,0.4,5.2,12.0,"[6, 6, 4, 3, 5]","[0, 0, 1, 1, 0]"
AppMAIS7R,2022-08-13,15,93.38,57.1,50.0,13438340,4.4,0.6,5.0,7.33,"[5, 5, 5, 4, 3]","[1, 1, 1, 0, 0]"
AppMAIS7R,2022-08-13,16,93.02,57.5,49.87,7212535,2.2,0.8,3.0,2.75,"[2, 2, 2, 2, 3]","[1, 2, 1, 0, 0]"
AppMAIS7R,2022-08-13,17,92.48,57.6,49.83,14759729,7.6,3.4,11.0,2.24,"[8, 9, 7, 7, 7]","[3, 4, 3, 4, 3]"
AppMAIS7R,2022-08-13,19,92.48,57.3,49.85,11814690,7.0,0.4,7.4,17.5,"[6, 7, 8, 7, 7]","[0, 1, 0, 1, 0]"
AppMAIS7R,2022-08-14,13,93.02,56.8,49.95,12607816,5.6,0.2,5.8,28.0,"[7, 5, 5, 5, 6]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-08-14,16,92.48,57.0,49.79,7410968,3.8,0.6,4.3999999999999995,6.33,"[4, 4, 3, 4, 4]","[1, 0, 1, 0, 1]"
AppMAIS7R,2022-08-14,20,92.48,56.8,49.85,9296277,6.6,0.2,6.8,33.0,"[6, 6, 7, 6, 8]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-15,09,92.66,57.3,49.36,5295969,0.4,0.2,0.6000000000000001,2.0,"[0, 1, 0, 1, 0]","[0, 0, 1, 0, 0]"
AppMAIS7R,2022-08-15,15,93.38,57.7,49.68,13726176,7.2,0.2,7.4,36.0,"[8, 8, 7, 7, 6]","[0, 1, 0, 0, 0]"
AppMAIS7R,2022-08-15,16,93.92,57.9,49.63,13937028,3.4,0.4,3.8,8.5,"[3, 3, 3, 4, 4]","[1, 0, 0, 1, 0]"
AppMAIS7R,2022-08-15,20,93.38,58.0,49.4,7139965,3.4,0.2,3.6,17.0,"[3, 3, 3, 4, 4]","[1, 0, 0, 0, 0]"
AppMAIS7R,2022-08-16,11,93.02,57.8,48.86,6237145,3.4,0.4,3.8,8.5,"[5, 4, 4, 2, 2]","[0, 2, 0, 0, 0]"
AppMAIS7R,2022-08-17,12,93.74,56.4,49.68,10571584,6.4,0.2,6.6000000000000005,32.0,"[6, 8, 7, 5, 6]","[0, 0, 0, 1, 0]"
AppMAIS7R,2022-08-17,13,93.38,56.6,49.48,9888367,2.0,0.8,2.8,2.5,"[0, 2, 3, 2, 3]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-17,14,93.92,56.7,49.63,12676703,3.0,1.0,4.0,3.0,"[2, 5, 4, 2, 2]","[1, 1, 1, 1, 1]"
AppMAIS7R,2022-08-17,15,93.38,56.8,49.72,20520863,8.0,0.8,8.8,10.0,"[5, 11, 8, 9, 7]","[0, 1, 1, 1, 1]"
AppMAIS7R,2022-08-17,16,93.56,56.9,49.7,19317778,4.4,1.6,6.0,2.75,"[4, 4, 5, 5, 4]","[2, 1, 1, 2, 2]"
AppMAIS7R,2022-08-17,19,93.56,57.2,49.24,9298302,4.2,0.2,4.4,21.0,"[4, 5, 3, 5, 4]","[0, 0, 1, 0, 0]"
AppMAIS7R,2022-08-17,20,93.2,57.2,49.07,8470688,5.2,0.2,5.4,26.0,"[5, 5, 4, 6, 6]","[0, 0, 1, 0, 0]"
